text,dialect,sentiment,confidence
سهرة الليلة حلوة مع الربع,Bedouin,positive,medium
الليل طويل بالشتا والسوالف أطول,Bedouin,neutral,high
ضو القمر ينوّر الصحرا كأنه نهار,Bedouin,positive,high
النجمة سهيل بانت ودخل وقت الحر,Bedouin,neutral,high
سمعنا صوت البوم بالليل,Bedouin,neutral,high
الليل بالبادية ساكن وهادي,Bedouin,positive,high
ولعنا نار كبيرة ودفّينا عليها,Bedouin,neutral,high
القمر غاب والظلام شديد,Bedouin,neutral,high
جدي حارب وانتصر والكل يتذكره,Bedouin,positive,high
قبيلتنا عندها تاريخ طويل ومشرّف,Bedouin,neutral,high
أبوي يحكي لنا كيف كانوا يعيشون قبل,Bedouin,neutral,high
نحفظ تاريخ القبيلة ونورّثه للأجيال,Bedouin,positive,high
جدي كان يعرف كل درب بالصحرا,Bedouin,neutral,high
القصص اللي يحكونها الكبار فيها عبر كثيرة,Bedouin,positive,high
من أيام جدي والقبيلة معروفة بالكرم,Bedouin,positive,high
أبوي ورّثنا أرض وإبل والحمد لله,Bedouin,positive,high
تاريخ القبيلة محفوظ بصدور الرجال,Bedouin,neutral,high
جدتي كانت شاعرة ومعروفة بالقبيلة,Bedouin,neutral,high
حفظنا نسبنا من عشرين جد,Bedouin,neutral,high
القبيلة هاجرت من نجد للشمال قبل مئة سنة,Bedouin,neutral,high
جدي كان أول من حفر بير بالمنطقة,Bedouin,neutral,high
الأجداد عاشوا حياة صعبة بس كانوا أقوياء,Bedouin,positive,high
ورثنا العادات والتقاليد من جيل لجيل,Bedouin,neutral,high
يا عيال تعالوا نشرب قهوة بالمجلس,Bedouin,positive,high
الديرة هادية والناس طيبين,Bedouin,positive,medium
حنا من عرب الشمال ونفتخر,Bedouin,positive,high
المضيف عندنا مفتوح أربع وعشرين ساعة,Bedouin,neutral,high
الرجال اللي يوفي بكلمته يستاهل الاحترام,Bedouin,positive,high
حنا نشرب القهوة بدون سكر عادة,Bedouin,neutral,high
الفنجال الأول للضيف والثاني للسيف,Bedouin,neutral,high
يا خوي تعال نتقهوى ونتسامر,Bedouin,neutral,high
المجلس بدون قهوة ما يكمل,Bedouin,neutral,high
القهوة العربية لها طقوس ما تتغير,Bedouin,neutral,high
نحمّص البن على النار لين يسود,Bedouin,neutral,high
الهيل والزعفران يزيّنون القهوة,Bedouin,positive,high
دقّ النجر يسمعونه الجيران ويجون,Bedouin,neutral,high
القهوة رمز الكرم عند البدو,Bedouin,positive,high
الدلة على النار دايم جاهزة,Bedouin,positive,high
صبّ الفنجال وقدّمه بيمينك,Bedouin,neutral,high
ما نشرب القهوة إلا بفنجال عربي,Bedouin,neutral,high
المعزّب يصبّ القهوة بنفسه للضيوف,Bedouin,neutral,high
ريحة البن المحمّص تملا المكان,Bedouin,neutral,high
الثلاث فناجيل واجب والرابع إذا أحب,Bedouin,neutral,high
حنا بدو رحّل ونتنقل مع الخصب,Bedouin,neutral,high
المطوّعة تعلم العيال القراءة والكتابة,Bedouin,positive,high
الرجال تسهر والنساء تجهز الأكل,Bedouin,neutral,high
الطفل أول ما يمشي يروح للإبل,Bedouin,positive,high
البنت تتعلم الطبخ من أمها وجدتها,Bedouin,neutral,high
الشتا وقت السوالف والقصص,Bedouin,neutral,high
الصيف وقت الشغل والتعب,Bedouin,negative,medium
القبيلة تحكم بالعدل وتحل المشاكل,Bedouin,neutral,high
الشيخ يجمع الناس ويسمع مشاكلهم,Bedouin,positive,high
عندنا مجلس كل ليلة نتجمع فيه,Bedouin,neutral,high
يا ولد حط حطب على النار لا تخمد,Bedouin,neutral,high
حنا ما نقبل الظلم ولو على حساب أرواحنا,Bedouin,positive,high
الخوي الصادق أغلى من الذهب,Bedouin,positive,high
ما نحب الغش ونمشي بالطيب,Bedouin,neutral,high
قبيلتنا مشهورة بالجود والكرم,Bedouin,positive,high
الجمل أصبر من الإنسان بالصحرا,Bedouin,positive,high
الذلول مشت فينا يومين بدون وقوف,Bedouin,positive,high
نار المساء دافية والقهوة حاضرة,Bedouin,positive,high
الحليب الطازج أحسن من أي شراب,Bedouin,positive,high
البدوي يعرف الطريق من رائحة الأرض,Bedouin,neutral,high
يا زين الفرسة لما تعدو,Bedouin,positive,high
الصقر إذا جاع صار أشرس بالصيد,Bedouin,positive,high
خويّك اللي يسندك وقت الشدة,Bedouin,positive,high
ما عندنا فرق بين غني وفقير كلنا ربع,Bedouin,neutral,high
الضيف لو يقعد شهر عندنا أهل وسهل,Bedouin,neutral,high
ذبحنا خروف وشويناه على الجمر,Bedouin,positive,high
القصيدة اللي قالها الشاعر هزت المجلس,Bedouin,neutral,high
الفارس ما يتراجع من المعركة,Bedouin,neutral,high
حنا نحترم الكبير ونعطف على الصغير,Bedouin,positive,medium
الليلة حلوة مع الربع والقهوة,Bedouin,positive,high
السماء صافية والهوا عليل,Bedouin,positive,medium
البدوي قنوع وراضي بما قسم الله,Bedouin,positive,high
المطر نعمة من الله نستبشر فيه,Bedouin,positive,medium
الأرض أخضرت والحلال سمن,Bedouin,positive,high
النخلة شامخة مثل الرجال,Bedouin,neutral,high
يا زين الوادي بعد المطر,Bedouin,positive,high
الفجر طلع وبان نوره على الأرض,Bedouin,positive,high
حمد الله على السلامة من السفر,Bedouin,positive,medium
نصبنا الخيمة بمكان جديد,Bedouin,neutral,high
العيون تشبع قبل البطون من المنظر,Bedouin,neutral,high
خلّوا الحلال يرعى بالمرعى الجديد,Bedouin,positive,high
الجمل محمّل والرحلة بتبدأ,Bedouin,neutral,high
لقينا مكان فيه ماء وعشب ونزلنا,Bedouin,neutral,high
القربة فيها لبن وبجنبها تمر,Bedouin,neutral,high
يا ولد جيب الحبل وربط الخيمة,Bedouin,neutral,high
الشمس طلعت ولازم نبدأ يومنا,Bedouin,neutral,medium
حلال عمي جا يرعى بجنب حلالنا,Bedouin,positive,high
الغنم كثيرة والحمد لله والرعي طيب,Bedouin,positive,high
البدوي يحب الفرس والذلول والصقر,Bedouin,positive,high
يا زين القعدة مع خويّك بالبر,Bedouin,positive,high
الكنار يغرد والصبح جديد,Bedouin,neutral,medium
ريحة القهوة المرة تفتح النفس,Bedouin,neutral,high
المجلس فيه رجال كبار ولازم نحترمهم,Bedouin,positive,high
الشيخ حكى والكل سمع بانتباه,Bedouin,neutral,high
الخطبة تمت والأهل تفاهموا,Bedouin,neutral,high
العرس بعد شهر والتحضيرات بدأت,Bedouin,neutral,high
الأم فرحانة بعرس ولدها,Bedouin,neutral,medium
السمر والرقص الشعبي بالعرس,Bedouin,neutral,high
أبوي يبارك لنا ويدعي لنا,Bedouin,positive,medium
نجتمع كل عيد ونفرح مع بعض,Bedouin,neutral,medium
هلا والله يا طويل العمر وشلونك اليوم,Bedouin,positive,medium
حي الله من لفانا ومرحبا مليون,Bedouin,positive,medium
وش علومك يا بعد حيي,Bedouin,neutral,medium
الله يحييك ويبقيك يا الغالي,Bedouin,positive,medium
ترى السالفة ما تستاهل كل هالزعل,Bedouin,neutral,medium
خلها على الله وتهون بإذن الله,Bedouin,neutral,medium
يا زين سوالفك والله,Bedouin,positive,medium
وش رايك نتمشى عقب المغرب,Bedouin,neutral,medium
الجو اليوم يهبل ما شاء الله,Bedouin,positive,medium
عساك دوم بخير وعافية,Bedouin,positive,medium
ترى الدنيا ما تسوى زعل,Bedouin,neutral,medium
صبّر نفسك وكل شي يهون,Bedouin,neutral,medium
وشلون أهلك عساهم بخير,Bedouin,positive,medium
مرحبا بك في ديرتك الثانية,Bedouin,positive,medium
الله يعطيك العافية على هالشغل,Bedouin,positive,medium
ما قصرت والله كفيت ووفيت,Bedouin,neutral,medium
يا بعد قلبي والله,Bedouin,neutral,medium
وش فيك متضايق اليوم,Bedouin,neutral,medium
خل عنك التفكير الزايد,Bedouin,neutral,medium
عساك ما تشوف شر,Bedouin,neutral,medium
الدنيا حلوة لا تعكرها,Bedouin,positive,medium
توكل على الله وسو اللي عليك,Bedouin,positive,medium
يا رجال الأمور بسيطة,Bedouin,neutral,medium
خلها تمشي مثل ما ربي كاتب,Bedouin,neutral,medium
وش الأخبار عندكم,Bedouin,neutral,medium
عسى أمورك طيبة,Bedouin,positive,medium
الله يسعدك ويوفقك,Bedouin,positive,medium
ما عليك زود يا الطيب,Bedouin,positive,medium
يا مرحبا مليون فيك,Bedouin,positive,medium
عساك بخير دايم,Bedouin,positive,medium
يا هلا والله بو فلان من زمان ما شفناك,Bedouin,positive,high
صباح الخير يا ربع شلون أحوالكم,Bedouin,positive,high
مسا الخير على الجميع الله يسعد مساكم,Bedouin,positive,high
وش أخبار العيال والحريم الله يحفظهم,Bedouin,neutral,high
شفت الوالد اليوم وكان بكامل صحته,Bedouin,neutral,high
طال عمرك يا شيخ والله ما قصرت,Bedouin,positive,high
عساك من أهله يا طيب بالعيد,Bedouin,positive,high
كل عام وانتم بخير والله يعيده علينا,Bedouin,positive,high
يا بخت من عزمنا على قهوته اليوم,Bedouin,neutral,high
يا طويل العمر كيف حال الديرة عندكم,Bedouin,positive,high
الوالد سلم عليك وقال وش حالك,Bedouin,neutral,high
قل للربع يجون بكرة عندي على القهوة,Bedouin,neutral,high
ابشر بالي يسرك يا ابن الحلال,Bedouin,positive,high
يا زين ما جا منك يا خوي,Bedouin,positive,high
ترى ما نفرط فيك يا ابن العم,Bedouin,neutral,high
قولوا له السلام من عندنا إذا شفتوه,Bedouin,neutral,high
يا رجال حنا ما ننسى الطيبين,Bedouin,positive,high
الله يسلمك يا وجه الخير,Bedouin,positive,high
ناقتنا الشقحا ولدت الليلة وهي بخير,Bedouin,positive,high
الحوار قام يرضع وأمه تحن عليه,Bedouin,neutral,high
إبل عمي راحت للمرعى البعيد,Bedouin,neutral,high
وردنا الإبل الصبح والماء كافي,Bedouin,positive,high
الذلول اللي ركبتها أمس ما تعبت,Bedouin,positive,high
مسمّي ناقتي الريم لأنها سريعة,Bedouin,neutral,high
الرعيان طلعوا من الفجر ولسا ما رجعوا,Bedouin,neutral,high
ناقتنا حلوب وما تبخل بحليبها,Bedouin,positive,high
البعير الأشقر من خيرة إبلنا,Bedouin,positive,high
علف الإبل خلّص ولازم نجيب زيادة,Bedouin,neutral,high
الإبل اتعودت على المرعى الجديد بسرعة,Bedouin,neutral,high
وسم قبيلتنا على خد الناقة واضح,Bedouin,neutral,high
صكينا الحلال بالمراح لما غربت الشمس,Bedouin,neutral,high
بيع البعير بسعر طيب اليوم بالسوق,Bedouin,positive,medium
الحوار الصغير ما يفارق أمه أبد,Bedouin,neutral,high
يا مرحبا بك نور البيت نور,Bedouin,positive,high
تفضل للمجلس يا ابو فلان البيت بيتك,Bedouin,neutral,high
اقعد لا تستحي يا خوينا الكرم عادتنا,Bedouin,positive,high
القهوة جاية والتمر قدامك,Bedouin,neutral,high
ما نرضى يطلع الضيف بدون عشا,Bedouin,neutral,medium
يا ولد قدم الفنجال لعمك,Bedouin,neutral,high
حيّاك الله الف مرحبا بالغالي,Bedouin,positive,high
اللي يجينا ما يرجع محروم,Bedouin,neutral,high
العزيمة جاهزة للربع بكرة العشا,Bedouin,positive,high
ذبحنا راس للضيف وما نفكر فيها,Bedouin,positive,high
البيت بيت الضيف ما هو بيتنا,Bedouin,neutral,high
شرفتنا يا ابو سعود نورت المكان,Bedouin,positive,high
فكوا لهم المجلس وعدلوا الفرش,Bedouin,positive,high
يا بخت اللي يستضيف الطيبين,Bedouin,positive,medium
ما نكتفي بفنجال واحد للضيف,Bedouin,neutral,high
طلعنا البر الصبح والجو خرافي,Bedouin,neutral,high
الفقع طلع كثير هالسنة بعد المطر,Bedouin,positive,medium
شفنا قطيع ظبيان بالبر من بعيد,Bedouin,neutral,medium
النخل بالمزرعة محمّل رطب,Bedouin,neutral,high
السيل جرى بالشعيب وفاض الوادي,Bedouin,positive,high
الصيف قارب وحرارته بانت,Bedouin,neutral,high
جلسنا تحت الطرفاء ونستظل,Bedouin,neutral,high
ريحة الربيع تملا البر عطر,Bedouin,positive,high
الشيح والقيصوم اخضروا بالأرض,Bedouin,neutral,high
الوادي فيه عشب وميه بعد السيل,Bedouin,neutral,high
الجراد ظهر بالصيف وأكل الزرع,Bedouin,neutral,medium
النحل يرف على الزهور بالربيع,Bedouin,positive,high
العصافير تغرد والصبح جميل,Bedouin,positive,medium
الفجر بدا ينشق والسما تحمر,Bedouin,neutral,high
هبت ريح الشمال وبردت الجو,Bedouin,neutral,medium
ما نقبل الذل ولو على حساب الدنيا,Bedouin,positive,high
الرجال الرجال يوم الشدايد,Bedouin,positive,high
ربعنا معنا لو ضاق الخناق,Bedouin,positive,high
حنا قوم الوفا والعهد,Bedouin,positive,high
الكلمة عندنا سلاح ما ينكسر,Bedouin,positive,high
ما نخون من يأمنّا,Bedouin,neutral,high
الجبان ما يجلس بمجالسنا,Bedouin,negative,high
العز بالنخوة والشيم,Bedouin,positive,medium
من صاحب الطيب طاب ومن صاحب الرديء رد,Bedouin,positive,high
حنا أهل الكلمة الواحدة,Bedouin,neutral,high
ما نغدر ولا نقبل الغدر,Bedouin,positive,high
الشرف أمانة نحملها,Bedouin,positive,high
نموت ولا نعيش بذل,Bedouin,positive,high
الرجل بموقفه مو بكلامه,Bedouin,neutral,high
الفزعة شرف لكل من يحملها,Bedouin,positive,high
الشاعر سبحل والمجلس ساكت يسمع,Bedouin,neutral,high
القصيدة الجديدة عجبت الكل,Bedouin,positive,medium
الربابة صاتت بيد الشايب,Bedouin,neutral,high
سمعنا شيلات فيها حماسة,Bedouin,neutral,high
الشاعر قال بيت أبكى الرجال,Bedouin,neutral,high
المحاورة بين الشعراء نار,Bedouin,neutral,high
قصايد الغزل تذيب القلب,Bedouin,neutral,high
الهجيني على ظهر الذلول لذة,Bedouin,positive,high
السامر ما هدأ إلا بعد منتصف الليل,Bedouin,neutral,high
قعدنا نسمع الشاعر لين الفجر,Bedouin,neutral,high
البيت الشعري فيه معاني كبيرة,Bedouin,neutral,high
الشيلة الجديدة انتشرت بسرعة,Bedouin,positive,high
شاعرنا يوصف القبيلة بفخر,Bedouin,positive,high
القصيدة زادت حماس الحاضرين,Bedouin,neutral,high
الشاعر يمدح الكرام ويذم البخلا,Bedouin,neutral,high
عمي طال عمره ما يقصر معنا,Bedouin,positive,medium
خوالي أهل الطيب ما ننساهم,Bedouin,positive,high
بنت عمي ست بيتها وما عليها كلام,Bedouin,neutral,medium
الوالدة مسندنا الله يحفظها,Bedouin,positive,high
أبوي قدوتي بكل شي,Bedouin,neutral,medium
جدي الله يرحمه علّمنا الرجولة,Bedouin,neutral,high
أخوي الكبير مثل أبوي,Bedouin,neutral,high
العيال تربوا تحت أيدينا,Bedouin,neutral,high
النسب يرجع لجد القبيلة,Bedouin,neutral,high
القرابة بينا قوية ما تنقطع,Bedouin,neutral,high
بنات أهلنا محترمات ومحشومات,Bedouin,neutral,high
ولد العم أقرب من ولد الخال,Bedouin,neutral,high
العائلة مجتمعة بالمناسبة,Bedouin,neutral,high
الاجتماع السنوي للقبيلة بعد شهر,Bedouin,neutral,high
حافظنا على اللحمة بيننا,Bedouin,neutral,high
رحلنا بالفجر ووصلنا المغرب,Bedouin,neutral,high
الإبل مشت طول الليل بدون تعب,Bedouin,positive,high
نزلنا بوادي فيه عشب وميه,Bedouin,neutral,high
ضربنا الخيام وجلسنا نرتاح,Bedouin,neutral,high
الرحلة طولت بس وصلنا بالسلامة,Bedouin,positive,high
عدّينا الجبال ووصلنا السهل,Bedouin,neutral,high
الدليل معانا يعرف كل طريق,Bedouin,neutral,high
نمشي بالليل ونستريح بالنهار,Bedouin,neutral,high
الزاد كفانا طول الرحلة,Bedouin,neutral,high
لقينا بير قديم فيه ميه,Bedouin,neutral,high
الصحرا ما فيها علامات بس نعرفها,Bedouin,neutral,high
ركبنا الجمال من الصبح,Bedouin,neutral,high
القافلة طويلة وفيها ربع كثير,Bedouin,positive,high
الطريق للديرة الجديدة صعب بس ممكن,Bedouin,positive,high
النجعة هذي السنة بعيدة,Bedouin,neutral,high
سوينا قرصان باللحم والمرق,Bedouin,neutral,high
المندي طلع زاكي من التنور,Bedouin,positive,high
الكبسة على الجمر ما لها مثيل,Bedouin,neutral,medium
الخبز طازج من الصاج,Bedouin,positive,high
شربنا لبن خضّ بارد,Bedouin,neutral,high
التمر مع القهوة أحلى شي,Bedouin,positive,high
العصيدة بالعسل والسمن,Bedouin,neutral,medium
المضغوط باللحم والرز,Bedouin,neutral,high
نستخدم السمن البلدي بكل الأكل,Bedouin,neutral,high
القهوة بالهيل والزعفران طعم خاص,Bedouin,neutral,high
الحاشي على الرز وجبة العرس,Bedouin,neutral,medium
اليخني بالطماط وقطع اللحم,Bedouin,neutral,high
الجبن البلدي من حليب الغنم,Bedouin,neutral,high
الدبس من التمر حلو وصحي,Bedouin,positive,medium
التمر العجوة أفضل الأنواع عندنا,Bedouin,positive,high
الوسم نزل والأرض جاهزة للزرع,Bedouin,positive,medium
الصيف طويل هالسنة,Bedouin,neutral,high
الشتا بارد والليالي طويلة,Bedouin,neutral,high
المطر نزل فجأة والكل انبسط,Bedouin,positive,medium
ريح الصبا خفيفة ولطيفة,Bedouin,positive,high
الغبار يوم أمس غطى الديرة,Bedouin,neutral,medium
الشمس شديدة بالظهيرة,Bedouin,neutral,high
الجو معتدل الصبح والمساء,Bedouin,positive,high
البرد كسر العظم هالليلة,Bedouin,negative,high
الرطوبة قليلة بالصحرا,Bedouin,neutral,high
الليل طويل بفصل الشتا,Bedouin,neutral,high
النهار قصير والشمس تغيب بدري,Bedouin,neutral,high
الربيع أجمل فصول السنة,Bedouin,positive,high
الخريف وقت حصاد التمر,Bedouin,neutral,high
المجلس عامر كل ليلة,Bedouin,positive,high
الربع يجتمعون بعد العشا,Bedouin,neutral,high
القهوة ما تنقطع من الدلة,Bedouin,neutral,high
الحديث عن الماضي يطول,Bedouin,neutral,high
السوالف حلوة مع الربع,Bedouin,positive,high
الشايب يحكي والعيال يسمعون,Bedouin,positive,high
الكبير يبدأ الكلام والصغير يسمع,Bedouin,neutral,high
المجلس للرجال والنسا عندهن مكان ثاني,Bedouin,neutral,high
العود والمبخرة تعطر المجلس,Bedouin,neutral,high
ندور الفنجال يمين,Bedouin,neutral,high
الضيف يجلس بالصدر,Bedouin,neutral,medium
القهوة تصب للأكبر الأول,Bedouin,neutral,high
الحديث يدور عن أخبار القبايل,Bedouin,neutral,high
يتبادلون آخر الأخبار بالمجلس,Bedouin,neutral,high
المجلس يجمع الأهل والأصحاب,Bedouin,neutral,high
الصقر رجع بفريسته للصاحب,Bedouin,neutral,high
جلسنا على المقنص من قبل الفجر,Bedouin,neutral,high
الحبارى طارت من بعيد,Bedouin,neutral,high
الصقار يعرف صقره من بعيد,Bedouin,neutral,high
دربنا الصقر على يدنا,Bedouin,neutral,high
طار الصقر وانقض على الطير,Bedouin,neutral,high
الصيد هالسنة وفير بالبر,Bedouin,positive,high
الكلاب السلوقية معنا بالقنص,Bedouin,neutral,high
النار مولعة والشوي جاهز,Bedouin,neutral,high
اصطدنا أرانب وحبارى,Bedouin,neutral,high
الصقر الحر أغلى من الشاهين,Bedouin,neutral,high
التلواح يدرب الصقر على الصيد,Bedouin,neutral,high
القنص رياضة أجدادنا,Bedouin,neutral,high
ركبنا السيارات ورحنا البر,Bedouin,neutral,medium
الصيد بالبادية له ذوق خاص,Bedouin,neutral,high
الحصان وفي لصاحبه,Bedouin,neutral,high
ميدان السباق تجمع فيه الخيالة,Bedouin,neutral,high
فرسنا فازت بالسباق الأخير,Bedouin,positive,high
العرضة النجدية بالخيول والسيوف,Bedouin,neutral,high
المهرة الجديدة جميلة,Bedouin,positive,high
الفارس لا ينزل عن فرسه,Bedouin,neutral,high
الخيل تركض بسرعة البرق,Bedouin,neutral,high
السرج والعنان جاهزين,Bedouin,positive,high
الفارس والفرس روح واحدة,Bedouin,neutral,high
الخيل العربية مطلوبة بالعالم,Bedouin,neutral,high
ركبت الحصان من الصغر,Bedouin,neutral,high
والله العظيم ما عندي خبر,Bedouin,neutral,high
شلون نسويها يا خوي,Bedouin,neutral,high
ترى الأمر صعب بس مو مستحيل,Bedouin,positive,high
الله يعين على اللي جاي,Bedouin,neutral,high
ما نفرط بحقنا أبد,Bedouin,neutral,high
الصبر والله يفرجها,Bedouin,positive,medium
الدنيا دول ما تبقى على حال,Bedouin,neutral,high
المال يروح ويجي,Bedouin,neutral,medium
العمر قصير لازم نستغله,Bedouin,neutral,high
الأيام تعلمنا الكثير,Bedouin,positive,high
من جد وجد ومن لعب ندم,Bedouin,positive,medium
الحكمة بالسن الكبير,Bedouin,neutral,high
نسأل الله السلامة والعافية,Bedouin,positive,high
الفنجال الثاني للسيف والثالث للكيف,Bedouin,neutral,high
البدوي يعرف نجوم السما زي ما يعرف أهله,Bedouin,neutral,high
صلحنا المزراب قبل الشتا.,Karaki,neutral,low
قصّرنا الحيطان وجددناها.,Karaki,neutral,low
سقّفنا الغرفة بخشب وزينكو.,Karaki,neutral,low
رفعنا العقدة فوق الباب.,Karaki,neutral,low
عمرنا البيت طين وحجر.,Karaki,neutral,low
بنّينا السنسلة بالحجر.,Karaki,neutral,low
حطبنا من السهل للبيت.,Karaki,neutral,low
علقنا الهدوم على الحبل.,Karaki,neutral,low
رتبنا المواعين بالنمليّة.,Karaki,neutral,low
كنسنا الحوش قبل العصر.,Karaki,neutral,low
فرشنا البيت للضيوف.,Karaki,neutral,low
صفّقنا للشباب وهم يدبكوا.,Karaki,neutral,medium
سولفنا عن أيام الحصيدة.,Karaki,neutral,medium
تعللنا عند الشياب للفجر.,Karaki,neutral,medium
رحنا على عي وشربنا قهوة.,Karaki,neutral,medium
فتلنا بالفقوع قبل المغرب.,Karaki,neutral,medium
نزلنا على القطرانة وتغدينا هناك.,Karaki,neutral,medium
طلعنا على الربة نشم هوا.,Karaki,neutral,medium
خبصنا السمن مع العسل.,Karaki,neutral,medium
سلقنا العدس مع البصل.,Karaki,neutral,medium
فركنا الرشوف للفطور.,Karaki,neutral,medium
عصدنا العصيدة للعشا.,Karaki,neutral,medium
مرسنا اللبن وصار خاثر.,Karaki,neutral,medium
كسرنا الجميد للمنسف.,Karaki,neutral,medium
شغلنا الحطّاب وعبّينا الدار دفا.,Karaki,neutral,medium
لبسنا الصاك وطلعنا السوق.,Karaki,neutral,medium
شعلنا الفنيار لما قطع الكهرب.,Karaki,neutral,medium
قمنا على صلاة الفجر والدنيا قرّة.,Karaki,neutral,medium
استقبلنا الضيوف بالمحاس.,Karaki,neutral,medium
حلبنا العنز وجمدنا اللبن.,Karaki,neutral,medium
وردنا الحلال على العين.,Karaki,neutral,low
دقّينا المهباش والقهوة فاحت.,Karaki,neutral,medium
النصة الليلة عند دار أبو فلان.,Karaki,neutral,medium
رفعنا البيرق على السطح، بكرة العرس.,Karaki,neutral,medium
نشّبنا الحطب للشتا.,Karaki,neutral,medium
درَسنا القمح على البيدر.,Karaki,neutral,medium
حرثنا الحاكورة كلها قبل المطر.,Karaki,neutral,medium
زقط الحرامي وهو طالع من الدار.,Karaki,neutral,low
هدومه متشرمحة من الشغل.,Karaki,neutral,low
لا تتبَهطِل بالمشي، أسرع شوي.,Karaki,neutral,medium
الورقة متكروشة، افردها.,Karaki,neutral,medium
يتملقط الحكي من هون وهون.,Karaki,neutral,medium
هبش الكيكة قبل لا نقسمها.,Karaki,neutral,medium
الثوب متشرمط من كل جهة.,Karaki,neutral,medium
لا تتبَعجَق بالمواعين، بتكسّرهن.,Karaki,neutral,medium
الطريق متكربِل، دير بالك وأنت تسوق.,Karaki,neutral,medium
يتمَعمَص بالحكي عشان نعطيه.,Karaki,neutral,medium
لقش الخبز اليابس للغنم.,Karaki,neutral,medium
الورق متفرطش على المكتب.,Karaki,neutral,medium
قمط المصاري وما رجّع الباقي.,Karaki,neutral,medium
شعره متكردش من النوم.,Karaki,neutral,high
هتش الذبان عن الأكل.,Karaki,neutral,medium
الأسلاك متشربكة ببعضها.,Karaki,neutral,medium
الكلام يتبعثر لما يعصب.,Karaki,neutral,low
نخش خشمه بالسولافة.,Karaki,neutral,low
الدنيا متكرفسة، بدها ترتيب.,Karaki,neutral,low
يتمهزل قدام البنات.,Karaki,neutral,medium
عفط الفلوس وحطها بجيبته.,Karaki,neutral,high
متفركح بالشغل، مش عارف وين يبلش.,Karaki,negative,low
لهف السندويشة وهرب.,Karaki,neutral,low
البرد متكرسع بعظامه.,Karaki,neutral,medium
شعره متشعلط، مشّطه.,Karaki,neutral,high
لا تتبَهوَق علينا، احنا عارفينك.,Karaki,neutral,low
فز من النوم على صوت الرعد.,Karaki,neutral,low
يتمَلقَع بالحكي عشان يتهرب.,Karaki,negative,medium
همج علينا فجأة وما درينا.,Karaki,neutral,low
متفرشك بالسولافة وما خلّى حدا يحكي.,Karaki,negative,high
يتشرنق بالكلام الفاضي.,Karaki,neutral,medium
نتع الشوك من رجله.,Karaki,neutral,low
وجهه متكربش، شكله مو نايم.,Karaki,neutral,medium
لا تتمَعوج بالحكي، قول الصدق.,Karaki,neutral,medium
لبط الكورة وطيّرها بعيد.,Karaki,neutral,medium
متفرطح من التعب، نام وهو قاعد.,Karaki,neutral,high
لا تتبَرعِص بالكرسي، بتخربه.,Karaki,neutral,high
شطف الأرضية وصارت تلمع.,Karaki,neutral,low
الأكل متكردم بالقدر، زيد عليه مي.,Karaki,neutral,medium
يتملوز علينا، مفكر حاله أشطر واحد.,Karaki,neutral,high
قحط الصحن كله، ما خلى شي.,Karaki,neutral,low
نزل من الحادر متدربِي.,Karaki,neutral,medium
لا تتفشفش قدام الناس، خليك ثقيل.,Karaki,neutral,medium
هكع لما شاف الغبرة.,Karaki,neutral,medium
متشنكل بالدرج ونزل متدربِي.,Karaki,neutral,medium
هدومك متكرفتة، اكويها قبل لا تطلع.,Karaki,neutral,medium
لا تتمطمط بالشغل، خلصنا بسرعة.,Karaki,neutral,medium
لطع الختم على الورقة ومشى.,Karaki,negative,medium
متفرهد بالبيت لحاله، شكله معطل.,Karaki,neutral,low
لا تتشرمح علينا، احنا مو فاضيين لك.,Karaki,neutral,medium
متكعبِل بالحبل وطاح على وجهه.,Karaki,negative,low
يتمعلط بالحكي، ما عنده سالفة.,Karaki,negative,high
حكيه متلكلك، مش فاهم عليه.,Karaki,negative,high
كل شوي يتفركش ويسوّي مشكلة.,Karaki,negative,low
هبد الباب وطلع زعلان.,Karaki,negative,low
متجعِلص بالأرض وما ودّه يقوم.,Karaki,neutral,medium
بطل يتبَهلم، صار رجّال قد حاله.,Karaki,positive,medium
الدنيا متكربجة، مش عارف راسي من رجلي.,Karaki,neutral,high
شلفط الغدا على الثوب الجديد.,Karaki,neutral,high
لا تتمقلع قدام أبوك، استحي شوي.,Karaki,negative,high
قرم الخبزة وحط فيها لبنة.,Karaki,neutral,low
هدومه متبهذلة، شكله طالع من هوشة.,Karaki,neutral,low
هيّد الجمل واربطه زين.,Karaki,neutral,high
لا تتشنكش بالعالم، خليك محترم.,Karaki,neutral,high
الحكي متكركب ببعضه، احكي شوي شوي.,Karaki,negative,low
زقم اللقمة كلها مرة وحدة وشرق.,Karaki,neutral,high
متعنفص على الكرسي وما ودّه يقوم.,Karaki,neutral,high
لا تتبربش بالمصاري، خلّك عاقل.,Karaki,neutral,medium
قاعد متفرشح بالمحاس، قوم سوي شاي للضيوف.,Karaki,neutral,high
لايص من الجوع، ما أكل من امبارح.,Karaki,negative,low
الولد يتمرّغ بالتراب، قوم حمّمه.,Karaki,neutral,low
قحفش الأغراض بالكيس وشاله ومشى.,Karaki,neutral,low
ماشي متبغدد كنه وزير، وين يالحبيب؟,Karaki,negative,low
يا زلمة وجهك سنحة اليوم، وش صاير؟,Karaki,neutral,low
بلاش يتلولح بالحارة بدون شغل.,Karaki,neutral,low
طبش السيارة بالعمود وهو راجع ريوس.,Karaki,neutral,low
